Target,Marital status,Application mode,Application order,Course,Daytime/evening attendance	=0,Daytime/evening attendance	=1,Previous qualification,Previous qualification (grade),Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Displaced=0,Displaced=1,Educational special needs=0,Educational special needs=1,Debtor=0,Debtor=1,Tuition fees up to date=0,Tuition fees up to date=1,Gender=0,Gender=1,Scholarship holder=0,Scholarship holder=1,Age at enrollment,International=0,International=1,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP
Graduate,-0.295,-0.038,0.207,0.10340,0,1,-0.350,-0.8048,-0.126,1.182,-0.213,-0.226,-0.239,-0.4888,1,0,1,0,1,0,0,1,0,1,1,0,-0.694,1,0,-0.301,-0.109,-0.072,0.095,0.0741627,-0.199,-0.282,-0.106,-0.523,-0.145,0.0997644,-0.199,-0.813,-1.467,-1.3755
Graduate,-0.295,-0.667,-0.554,0.07093,0,1,-0.154,-0.1982,-0.126,-1.062,-1.256,-0.188,-0.358,0.2087,0,1,1,0,1,0,0,1,0,1,1,0,0.756,1,0,0.123,-0.109,0.407,0.418,1.33598,-0.199,0.760,-0.106,0.237,0.519,1.02514,-0.199,0.876,-1.105,0.3472
Enrolled,-0.295,-1.011,-0.554,-4.20952,0,1,-0.350,-0.6532,-0.126,-1.126,-1.322,-0.301,-0.358,-0.5924,0,1,1,0,1,0,0,1,0,1,1,0,-0.694,1,0,-0.301,-2.529,-1.986,-1.521,-2.1971,-0.199,-0.282,-2.838,-2.043,-1.472,-1.96349,-0.199,-1.489,0.992,0.1401
Graduate,-0.295,-1.011,-0.554,0.19258,0,1,-0.350,-1.3357,-0.126,-1.062,-1.322,-0.264,-0.239,-0.9929,1,0,1,0,1,0,0,1,0,1,0,1,-0.430,1,0,-0.301,-0.109,0.168,0.418,0.398629,-0.199,-0.282,-0.106,-0.523,0.519,0.371666,-0.199,-1.001,0.124,1.5456
Dropout,-0.295,1.449,-0.554,0.07093,0,1,3.370,1.3185,-0.126,-1.062,-0.213,-0.339,-0.199,1.5899,1,0,1,0,1,0,0,1,0,1,1,0,-0.430,1,0,-0.301,-0.109,-0.550,-1.521,-2.1971,-0.199,-0.282,-0.106,-0.016,-1.472,-1.96349,-0.199,1.477,1.137,-1.7897
Graduate,-0.295,-1.011,1.730,0.10340,0,1,-0.350,2.8352,-0.126,-1.062,-1.256,-0.339,-0.358,2.6810,0,1,1,0,1,0,0,1,0,1,1,0,-0.694,1,0,-0.301,-0.109,-0.311,0.418,0.796838,-0.199,-0.282,-0.106,-0.523,0.519,0.947457,-0.199,-0.813,-1.467,-1.3755
Graduate,-0.295,-1.011,3.252,0.19258,0,1,-0.350,-2.3215,-0.126,-1.062,-1.387,-0.339,-0.358,-1.7457,0,1,1,0,1,0,0,1,0,1,0,1,-0.299,1,0,-0.301,-0.109,-0.550,0.418,0.590359,-0.199,-0.282,-0.106,-0.523,0.519,0.403654,-0.199,0.313,-0.527,0.7878
Dropout,-0.295,-0.095,0.207,0.19258,0,1,-0.350,0.5602,-0.126,-1.062,-1.256,-0.339,-0.358,-0.1849,1,0,1,0,1,0,1,0,0,1,1,0,-0.694,1,0,-0.301,-0.109,0.168,0.095,0.115458,-0.199,-0.282,-0.106,1.504,-0.808,-0.0441835,-0.199,-0.813,-1.467,-1.3755
Graduate,-0.295,-1.011,2.491,0.12715,0,1,-0.350,0.1810,-0.126,1.118,0.960,2.992,3.126,-0.3369,0,1,1,0,1,0,0,1,0,1,1,0,-0.430,1,0,-0.301,-0.512,0.407,-0.552,0.00533646,-0.199,-0.282,-0.561,-0.776,-0.145,0.38766,-0.199,-1.489,0.992,0.1401
Enrolled,-0.295,1.392,-0.554,-0.40839,1,0,-0.350,1.1668,-0.126,1.118,0.960,-0.074,-0.080,0.5333,1,0,1,0,1,0,0,1,1,0,1,0,-0.035,1,0,3.512,2.714,1.604,1.388,0.0741627,-0.199,1.803,2.171,0.997,0.851,0.257422,-0.199,1.477,1.137,-1.7897
Dropout,-0.295,1.163,-0.554,0.54977,1,0,-0.350,0.5602,-0.126,-1.190,0.960,-0.074,-0.120,1.9006,1,0,1,0,1,0,0,1,1,0,1,0,0.360,1,0,-0.301,-2.125,-1.507,-1.521,-2.1971,-0.199,-0.282,-0.561,-0.016,-1.472,-1.96349,-0.199,1.740,-0.671,-0.4062
Dropout,-0.295,-0.095,0.968,0.39420,0,1,-0.350,1.0910,-0.126,1.118,0.960,-0.112,-0.120,0.1258,1,0,1,0,0,1,0,1,1,0,1,0,-0.562,1,0,-0.301,-0.512,-0.790,-1.198,-0.132316,-0.199,-0.282,-0.561,-0.776,-1.472,-1.96349,-0.199,-0.813,-1.467,-1.3755
Dropout,-0.295,1.163,-0.554,0.33895,0,1,-0.350,0.5602,-0.126,1.118,1.025,-0.074,-0.080,-1.4487,0,1,1,0,0,1,1,0,1,0,0,1,0.097,1,0,-0.301,0.294,1.364,0.095,0.354974,-0.199,0.239,0.805,1.757,0.187,0.339678,-0.199,-1.001,0.124,1.5456
Graduate,-0.295,-1.011,-0.554,0.39420,0,1,-0.350,1.8493,-0.126,-0.036,1.025,-0.074,-0.160,1.3274,0,1,1,0,1,0,0,1,1,0,0,1,-0.430,1,0,-0.301,-0.109,-0.072,0.418,0.951697,-0.199,-0.282,-0.106,-0.269,0.519,0.860632,-0.199,-0.175,-0.454,0.8891
Dropout,-0.295,-0.095,-0.554,0.54977,1,0,-0.350,-0.9565,-0.126,1.182,-1.256,-0.074,-0.318,-0.6960,0,1,1,0,0,1,1,0,1,0,1,0,0.360,1,0,-0.301,-0.512,-0.790,-1.521,-2.1971,-0.199,-0.282,-0.561,-0.523,-1.472,-1.96349,-0.199,-0.288,0.124,0.7658
Dropout,-0.295,1.163,-0.554,0.14072,0,1,0.727,0.0369,-0.126,-0.036,0.960,-0.150,-0.080,-0.6062,1,0,1,0,1,0,0,1,1,0,1,0,1.019,1,0,-0.301,-0.512,-0.072,-1.198,0.48712,2.696,-0.282,-0.561,0.237,-0.145,0.38766,-0.199,-0.288,0.124,0.7658
Graduate,1.356,1.392,-0.554,0.31180,0,1,-0.350,0.5602,-0.126,1.118,0.960,-0.074,-0.041,-1.4694,0,1,1,0,1,0,0,1,1,0,1,0,0.492,1,0,-0.301,0.697,-0.072,1.064,0.655142,-0.199,-0.282,0.805,-0.016,1.182,0.687791,-0.199,-0.813,-1.467,-1.3755
Graduate,-0.295,-1.011,-0.554,0.11067,0,1,-0.350,-0.1982,-0.126,-0.036,1.025,-0.074,-0.080,-0.0054,1,0,1,0,0,1,0,1,1,0,1,0,0.097,1,0,-0.301,-0.109,-0.072,0.418,0.546114,-0.199,-0.282,-0.106,1.251,0.519,0.507617,-0.199,-0.175,-0.454,0.8891
Enrolled,-0.295,1.449,-0.554,0.11067,0,1,3.370,1.3185,-0.126,-0.036,1.025,6.929,7.204,1.5899,0,1,1,0,1,0,0,1,1,0,1,0,-0.035,1,0,-0.301,-0.109,0.646,-0.228,0.177402,-0.199,-0.282,-0.106,0.997,-0.145,0.378064,-0.199,-1.001,0.124,1.5456
Graduate,-0.295,-1.011,0.207,0.31180,0,1,-0.350,-1.3357,-0.126,1.182,1.025,-0.074,-0.120,-1.2830,0,1,1,0,1,0,0,1,1,0,0,1,-0.430,1,0,-0.301,0.294,-0.072,0.741,0.272898,-0.199,-0.282,0.805,0.237,1.182,0.540138,-0.199,0.876,-1.105,0.3472
Graduate,-0.295,-1.011,3.252,0.31180,0,1,-0.350,-1.1082,-0.126,1.182,1.025,-0.226,-0.239,-0.8824,0,1,1,0,1,0,0,1,1,0,1,0,-0.430,1,0,-0.301,0.294,0.168,0.418,0.628214,-0.199,-0.282,0.805,0.744,0.519,0.554,-0.199,-0.175,-0.454,0.8891
Graduate,-0.295,1.163,-0.554,0.31180,0,1,-0.350,-0.1982,-0.126,1.182,-1.387,-0.074,-0.278,0.8993,0,1,1,0,1,0,0,1,1,0,1,0,0.097,1,0,-0.301,0.697,-0.072,0.741,0.897128,-0.199,-0.282,0.805,-0.016,0.851,0.912727,-0.199,0.426,1.788,-0.7499
Enrolled,1.356,1.163,-0.554,0.14072,0,1,-0.350,-0.1982,-0.126,1.118,0.960,-0.074,-0.080,1.0719,1,0,1,0,1,0,0,1,1,0,1,0,2.074,1,0,-0.301,-0.512,-0.072,-0.228,0.125782,-0.199,-0.282,-0.561,-0.016,-0.145,0.243712,-0.199,-0.175,-0.454,0.8891
Graduate,-0.295,-1.011,0.207,0.44412,0,1,-0.350,-0.1982,-0.126,-0.036,1.025,-0.301,-0.080,-0.0330,0,1,1,0,1,0,0,1,1,0,1,0,-0.694,1,0,-0.301,-0.109,-0.072,-0.228,0.383881,-0.199,-0.282,-0.106,-0.523,0.187,0.454836,-0.199,0.426,1.788,-0.7499
Dropout,-0.295,-0.095,0.968,0.11067,0,1,-0.350,-0.9565,-0.126,1.118,1.025,-0.074,-0.080,-1.0827,1,0,1,0,1,0,0,1,1,0,1,0,-0.430,1,0,-0.301,-0.109,-1.986,-1.521,-2.1971,-0.199,-0.282,-0.106,-2.043,-1.472,-1.96349,-0.199,-0.175,-0.454,0.8891
Graduate,-0.295,-1.011,0.207,0.31180,0,1,-0.350,-0.1982,-0.126,-1.190,-1.387,-0.264,-0.318,-0.1297,0,1,1,0,1,0,0,1,1,0,1,0,-0.694,1,0,-0.301,0.294,0.407,0.741,0.648173,-0.199,-0.282,0.805,0.491,1.182,0.658474,-0.199,1.477,1.137,-1.7897
Graduate,-0.295,-1.011,0.207,0.31180,0,1,-0.350,0.6360,-0.126,1.118,0.960,-0.074,-0.160,-0.0468,0,1,1,0,1,0,0,1,1,0,1,0,-0.562,1,0,-0.301,0.294,0.407,0.741,0.653335,-0.199,-0.282,0.805,-0.016,1.182,0.77584,-0.199,1.477,1.137,-1.7897
Graduate,-0.295,-0.095,-0.554,0.11067,0,1,-0.350,0.4085,-0.126,-1.190,-0.213,-0.264,-0.080,1.0512,0,1,1,0,1,0,0,1,1,0,1,0,-0.694,1,0,-0.301,-0.512,-0.311,0.095,0.652303,-0.199,-0.282,-0.561,-0.776,0.187,0.454836,-0.199,-0.288,0.124,0.7658
Enrolled,-0.295,-1.011,-0.554,0.39420,0,1,-0.350,-1.4873,-0.126,1.118,-0.213,-0.074,-0.080,-1.1587,0,1,1,0,1,0,0,1,1,0,1,0,-0.167,1,0,-0.301,-0.512,-0.311,-0.552,0.418294,-0.199,-0.282,-0.561,-0.523,-0.145,0.339678,-0.199,-1.489,0.992,0.1401
Graduate,-0.295,-0.095,1.730,0.31180,0,1,-0.350,0.1810,-0.126,-1.190,-1.387,-0.264,-0.278,0.0015,0,1,1,0,1,0,0,1,1,0,1,0,-0.694,1,0,-0.301,0.294,-0.311,0.741,0.781205,-0.199,-0.282,0.805,-0.016,1.182,0.711543,-0.199,-0.175,-0.454,0.8891
Graduate,-0.295,-1.011,-0.554,0.18483,0,1,-0.350,0.3327,-0.126,-1.062,-1.387,-0.264,-0.080,0.1120,1,0,1,0,1,0,0,1,1,0,0,1,-0.694,1,0,-0.301,-0.109,-0.311,0.418,0.521533,-0.199,-0.282,-0.106,-0.523,0.519,0.435643,-0.199,0.313,-0.527,0.7878
Enrolled,4.658,1.163,-0.554,0.54977,1,0,-0.350,0.0369,-0.126,1.118,0.960,-0.074,-0.080,0.2363,1,0,1,0,1,0,0,1,1,0,1,0,0.888,1,0,-0.301,-0.512,0.407,-0.552,0.00533646,-0.199,-0.282,-0.561,-0.016,0.187,0.0325887,-0.199,0.426,1.788,-0.7499
Graduate,1.356,1.392,-0.554,0.18483,0,1,0.727,-2.4732,-0.126,1.118,0.960,-0.074,-0.080,0.5125,1,0,1,0,1,0,0,1,1,0,1,0,1.415,1,0,3.512,3.923,2.800,3.004,0.29539,1.248,5.452,3.082,1.251,2.178,0.392022,-0.199,-1.489,0.992,0.1401
Dropout,-0.295,1.163,-0.554,-0.40839,1,0,1.412,0.0369,-0.126,1.118,0.960,-0.074,-0.080,-1.8631,1,0,1,0,1,0,0,1,1,0,1,0,1.942,1,0,-0.301,-0.109,0.407,-0.552,-0.0806963,-0.199,-0.282,-0.106,-0.269,-1.140,0.339678,-0.199,0.876,-1.105,0.3472
Graduate,-0.295,-1.011,-0.554,0.31180,0,1,-0.350,0.7118,-0.126,1.118,-0.213,-0.150,-0.160,0.4159,0,1,1,0,1,0,0,1,1,0,0,1,-0.562,1,0,-0.301,0.697,-0.072,1.064,0.716311,-0.199,-0.282,0.805,-0.016,1.182,0.744651,-0.199,-0.813,-1.467,-1.3755
Dropout,-0.295,-0.095,0.968,0.48289,0,1,-0.350,0.5602,-0.126,1.182,1.025,-0.226,-0.160,-0.0192,0,1,1,0,1,0,0,1,1,0,1,0,-0.562,1,0,-0.301,-0.109,0.168,0.095,0.363233,-0.199,-0.282,-0.106,0.491,-0.476,0.0837702,-0.199,-0.288,0.124,0.7658
Dropout,-0.295,1.392,-0.554,0.44412,0,1,-0.350,-0.2740,-0.126,-1.190,-1.387,-0.264,-0.120,0.1396,1,0,1,0,1,0,1,0,1,0,1,0,-0.299,1,0,-0.301,-0.109,-0.311,0.418,0.280641,-0.199,-0.282,-0.106,-0.523,0.519,0.339678,-0.199,-0.288,0.124,0.7658
Graduate,-0.295,-0.095,-0.554,0.44412,0,1,-0.350,0.6360,-0.126,-1.126,-1.256,-0.339,-0.358,0.4642,0,1,1,0,1,0,0,1,1,0,0,1,-0.694,1,0,-0.301,-0.109,-0.550,0.418,0.865664,-0.199,-0.282,-0.106,-0.523,0.519,0.627573,-0.199,-0.175,-0.454,0.8891
Graduate,-0.295,-0.095,2.491,0.11067,0,1,-0.350,-1.1082,-0.126,-1.190,1.025,-0.264,-0.160,-0.3300,0,1,1,0,1,0,0,1,1,0,0,1,-0.430,1,0,-0.301,-0.109,-0.311,0.418,0.988568,-0.199,-0.282,-0.106,-0.269,0.519,0.627573,-0.199,0.876,-1.105,0.3472
Graduate,-0.295,-0.095,2.491,0.14072,0,1,-0.350,-0.1223,-0.126,1.118,1.025,-0.226,-0.239,0.1327,1,0,1,0,1,0,0,1,1,0,0,1,-0.694,1,0,-0.301,-0.512,-0.311,0.095,0.19805,-0.199,-0.282,-0.561,0.744,0.187,0.224519,5.108,1.740,-0.671,-0.4062
Graduate,-0.295,-1.011,0.968,0.10340,0,1,-0.350,2.1527,-0.126,1.182,0.960,-0.226,-0.239,1.8937,0,1,1,0,1,0,0,1,1,0,1,0,-0.694,1,0,-0.301,-0.109,-0.550,0.418,0.728012,-0.199,-0.282,-0.106,-0.523,0.519,0.723539,-0.199,1.740,-0.671,-0.4062
Dropout,-0.295,-0.667,-0.554,0.33895,0,1,-0.252,-0.1982,-0.126,1.118,0.960,-0.074,-0.080,0.2087,0,1,1,0,1,0,0,1,1,0,0,1,1.679,1,0,-0.301,0.294,0.168,-1.198,-0.173612,-0.199,-0.282,0.350,-0.269,-1.472,-1.96349,-0.199,0.426,1.788,-0.7499
Graduate,-0.295,-0.095,1.730,0.14072,0,1,-0.350,-0.8807,-0.126,1.182,0.960,-0.188,-0.160,-0.9653,0,1,1,0,1,0,0,1,1,0,0,1,-0.694,1,0,-0.301,-0.512,0.886,-0.228,0.0151688,-0.199,-0.282,-0.561,0.237,-0.145,0.147747,-0.199,0.876,-1.105,0.3472
Dropout,-0.295,1.392,-0.554,0.13248,0,1,0.139,0.0369,-0.126,-1.190,0.438,-0.264,3.126,-0.2540,0,1,1,0,1,0,0,1,1,0,0,1,-0.299,1,0,-0.301,-0.512,-0.311,-1.521,-2.1971,-0.199,-0.282,-0.561,-0.776,-1.472,-1.96349,-0.199,-1.489,0.992,0.1401
Dropout,-0.295,1.449,-0.554,0.13248,0,1,3.370,-0.1982,-0.126,-1.190,-1.256,-0.074,-0.358,0.2087,0,1,1,0,0,1,0,1,1,0,0,1,-0.299,1,0,0.123,-0.109,1.125,-0.552,0.349468,-0.199,0.239,-0.106,0.997,-1.140,0.531608,-0.199,0.876,-1.105,0.3472
Graduate,-0.295,-0.210,-0.554,0.11067,0,1,-0.350,0.0369,5.659,-1.062,-1.256,-0.264,-0.358,-1.7733,1,0,1,0,1,0,0,1,1,0,1,0,-0.694,0,1,-0.301,-0.109,1.125,0.418,0.48712,-0.199,-0.282,-0.106,1.757,0.519,0.38766,-0.199,-0.175,-0.454,0.8891
Graduate,-0.295,-0.095,3.252,0.39420,0,1,-0.350,-0.9565,-0.126,-1.190,-0.539,-0.264,-0.239,-0.9170,0,1,1,0,1,0,0,1,1,0,1,0,-0.694,1,0,-0.301,-0.512,-0.311,-0.228,0.156754,-0.199,-0.282,-0.561,-0.776,-0.145,0.19573,-0.199,-0.813,-1.467,-1.3755
Graduate,-0.295,-1.011,0.207,0.31180,0,1,-0.350,0.5602,-0.126,1.182,1.025,-0.074,-0.160,0.8164,0,1,1,0,1,0,0,1,1,0,1,0,-0.562,1,0,-0.301,0.294,-0.311,0.418,0.438942,-0.199,-0.282,0.350,-0.269,0.519,0.486824,-0.199,-1.489,0.992,0.1401
Graduate,1.356,1.163,-0.554,0.07093,0,1,1.412,0.0369,-0.126,1.118,-0.213,-0.074,-0.278,0.8993,1,0,1,0,0,1,0,1,1,0,1,0,0.756,1,0,-0.301,-0.109,0.646,0.095,0.404529,-0.199,-0.282,-0.106,-0.523,0.519,0.467631,-0.199,-0.175,-0.454,0.8891
Graduate,-0.295,1.449,-0.554,0.14072,0,1,3.370,-0.1982,-0.126,-0.036,-1.387,-0.074,-0.318,0.2087,1,0,1,0,1,0,0,1,1,0,0,1,-0.430,1,0,1.394,0.294,-0.072,0.741,0.48712,-0.199,0.760,-0.561,-0.776,0.187,0.60838,-0.199,-0.175,-0.454,0.8891
Graduate,-0.295,-0.095,0.207,0.31180,0,1,-0.350,0.5602,-0.126,1.118,0.960,-0.074,-0.080,0.3813,0,1,1,0,1,0,0,1,1,0,1,0,-0.694,1,0,-0.301,0.294,-0.311,0.418,0.758984,-0.199,-0.282,0.350,-0.269,0.519,0.784317,-0.199,-1.489,0.992,0.1401
Graduate,-0.295,-1.011,-0.554,0.11067,0,1,-0.350,-0.6532,-0.126,-1.126,-1.387,-0.264,-0.041,-0.6615,0,1,1,0,1,0,0,1,1,0,1,0,-0.562,1,0,-0.301,-0.512,-0.311,-0.228,0.4355,-0.199,-0.282,-0.561,-0.776,0.187,0.339678,-0.199,-0.288,0.124,0.7658
Graduate,-0.295,-1.011,0.968,0.14072,0,1,-0.350,-1.3357,-0.126,-1.190,1.025,-0.301,-0.120,-1.1863,0,1,1,0,1,0,0,1,1,0,0,1,-0.562,1,0,-0.301,-0.512,-0.790,0.095,0.569711,-0.199,-0.282,-0.561,-0.776,0.187,0.454836,-0.199,-1.001,0.124,1.5456
Dropout,-0.295,1.163,-0.554,-0.40839,1,0,-0.350,-2.4732,-0.126,-0.485,-1.126,-0.074,-0.278,-0.7236,1,0,1,0,0,1,1,0,1,0,1,0,1.810,1,0,-0.301,-0.109,-0.550,-1.521,-2.1971,-0.199,-0.282,-0.561,-0.776,-1.472,-1.96349,-0.199,-1.001,0.124,1.5456
Graduate,-0.295,-1.011,0.207,0.11067,0,1,-0.350,2.2285,-0.126,1.118,-1.387,-0.074,-0.080,2.6396,0,1,1,0,1,0,0,1,1,0,0,1,-0.694,1,0,-0.301,-0.512,-0.550,-0.228,1.05494,-0.199,-0.282,-0.561,-0.776,0.187,0.685152,-0.199,-0.288,0.124,0.7658
Dropout,-0.295,-1.011,-0.554,0.48289,0,1,-0.350,-0.8807,-0.126,-0.036,-0.213,-0.150,-0.160,-0.9653,0,1,1,0,1,0,0,1,1,0,1,0,-0.299,1,0,-0.301,-0.109,0.168,0.095,0.363233,-0.199,-0.282,-0.106,0.744,-1.140,0.147747,-0.199,0.426,1.788,-0.7499
Graduate,-0.295,-0.095,-0.554,0.18483,0,1,-0.350,-0.5773,-0.126,-1.190,1.025,5.036,6.729,-0.2540,1,0,1,0,1,0,0,1,1,0,0,1,-0.562,1,0,-0.301,-0.109,-0.072,0.418,0.177402,-0.199,-0.282,-0.106,-0.269,0.519,0.403654,-0.199,0.313,-0.527,0.7878
Graduate,-0.295,-0.095,0.207,0.39420,0,1,-0.350,-0.7290,-0.126,-1.062,-1.387,-0.301,-0.397,-0.7098,1,0,1,0,1,0,0,1,1,0,1,0,-0.562,1,0,-0.301,-0.512,-0.790,0.095,0.569711,-0.199,-0.282,-0.561,-0.776,0.187,0.723539,-0.199,-0.813,-1.467,-1.3755
Enrolled,1.356,1.163,-0.554,0.54977,1,0,3.370,0.5602,-0.126,1.182,-0.213,-0.074,-0.239,-1.1725,1,0,1,0,1,0,0,1,1,0,0,1,1.547,1,0,-0.301,-0.512,0.168,-0.552,0.211815,-0.199,-0.282,-0.561,-0.269,0.187,0.301291,-0.199,0.426,1.788,-0.7499
Dropout,1.356,1.163,-0.554,0.31180,0,1,-0.350,0.0369,-0.126,1.118,1.025,-0.074,-0.120,-0.5579,1,0,1,0,1,0,0,1,1,0,1,0,0.888,1,0,-0.301,0.294,-1.986,-1.521,-2.1971,-0.199,-0.282,0.805,-2.043,-1.472,-1.96349,-0.199,0.876,-1.105,0.3472
Dropout,-0.295,1.392,0.207,0.44412,0,1,-0.350,-0.9565,-0.126,0.925,0.764,-0.415,-0.437,-1.6145,0,1,1,0,1,0,0,1,1,0,1,0,0.492,1,0,1.394,0.697,0.646,0.741,0.546114,-0.199,1.803,0.350,1.251,0.187,0.262905,-0.199,-0.813,-1.467,-1.3755
Dropout,1.356,-1.011,-0.554,0.19258,0,1,-0.350,0.2568,-0.126,1.118,0.960,-0.074,-0.080,-0.2954,1,0,1,0,1,0,0,1,1,0,0,1,2.865,1,0,-0.301,-0.109,0.407,-0.228,0.177402,-0.199,-0.282,-0.106,2.011,-0.808,0.0517818,-0.199,-1.489,0.992,0.1401
Graduate,1.356,1.163,-0.554,-0.40839,1,0,-0.350,0.0369,-0.126,1.182,1.025,-0.074,-0.080,-0.9308,1,0,1,0,1,0,0,1,1,0,0,1,3.524,1,0,0.970,1.101,0.646,1.064,0.53874,-0.199,0.760,0.350,-0.016,0.851,0.28484,-0.199,0.426,1.788,-0.7499
Graduate,4.658,1.335,-0.554,0.14072,0,1,-0.350,-1.7148,-0.126,1.118,0.960,-0.074,-0.080,0.0844,1,0,1,0,1,0,0,1,1,0,1,0,2.338,1,0,3.089,3.117,3.757,2.034,0.332261,4.144,2.324,1.716,0.997,1.846,0.60838,-0.199,-0.813,-1.467,-1.3755
Enrolled,-0.295,1.392,-0.554,0.31180,0,1,-0.350,-0.9565,-0.126,1.118,0.960,-0.074,-0.199,-0.4819,0,1,1,0,1,0,0,1,1,0,1,0,0.360,1,0,-0.301,0.294,-0.072,0.418,0.280641,-0.199,-0.282,0.350,-0.016,0.519,0.339678,-0.199,-1.489,0.992,0.1401
Dropout,-0.295,1.163,-0.554,0.07093,0,1,1.412,0.0369,-0.126,1.118,0.960,-0.074,-0.080,0.2087,1,0,1,0,1,0,0,1,1,0,1,0,2.733,1,0,-0.301,-0.109,0.407,-1.198,0.280641,-0.199,-0.282,-0.106,-0.523,-1.472,-1.96349,-0.199,-0.175,-0.454,0.8891
Graduate,6.309,-0.667,-0.554,0.14072,0,1,3.468,-1.7148,-0.126,1.118,0.960,-0.074,-0.080,-1.1725,1,0,1,0,1,0,0,1,1,0,1,0,-0.035,1,0,3.936,3.520,1.604,2.681,0.0582797,-0.199,2.324,1.716,0.491,0.851,0.175166,-0.199,1.477,1.137,-1.7897
Dropout,-0.295,1.849,-0.554,-4.27640,0,1,-0.350,-0.1982,-0.126,-0.036,-0.213,-0.074,-0.080,-0.6407,1,0,1,0,1,0,0,1,1,0,1,0,1.415,1,0,3.936,2.310,0.886,1.711,0.280641,-0.199,2.324,1.716,0.744,0.187,0.147747,-0.199,-0.175,-0.454,0.8891
Graduate,-0.295,-1.011,-0.554,0.14072,0,1,-0.350,-2.3215,-0.126,1.182,1.025,-0.074,-0.080,-1.8907,0,1,1,0,1,0,0,1,1,0,0,1,-0.299,1,0,-0.301,-0.512,0.407,0.095,0.634605,-0.199,-0.282,-0.561,-0.269,0.187,0.800311,-0.199,-0.175,-0.454,0.8891
Dropout,-0.295,1.392,0.968,0.14072,0,1,-0.350,-0.4257,2.766,-1.062,0.960,-0.301,-0.318,-0.6269,0,1,1,0,1,0,0,1,1,0,1,0,-0.167,0,1,-0.301,-0.512,-0.072,-1.198,-0.132316,-0.199,-0.282,-0.561,-0.016,-0.808,0.531608,-0.199,-1.489,0.992,0.1401
Graduate,4.658,1.163,-0.554,-0.40839,1,0,-0.350,0.0369,-0.126,1.118,0.960,-0.074,-0.120,-0.9653,1,0,1,0,1,0,0,1,1,0,0,1,1.151,1,0,-0.301,-0.109,2.322,-0.875,-0.0634898,-0.199,-0.282,-0.106,-0.269,0.519,0.243712,-0.199,1.740,-0.671,-0.4062
Graduate,-0.295,-0.095,0.207,0.33895,0,1,-0.350,0.3327,5.659,-1.190,-1.387,-0.150,-0.160,-0.1780,0,1,1,0,1,0,0,1,1,0,1,0,-0.430,0,1,-0.301,0.294,-0.072,0.741,0.431076,-0.199,-0.282,0.805,-0.016,1.182,0.843495,-0.199,1.477,1.137,-1.7897
Dropout,1.356,-0.667,-0.554,-0.40839,1,0,-0.154,-0.1982,-0.126,0.990,0.829,2.992,3.126,0.8993,1,0,1,0,1,0,1,0,1,0,1,0,4.710,1,0,3.936,3.520,3.279,2.357,0.555946,-0.199,3.888,0.805,-0.016,1.182,0.507617,-0.199,-0.288,0.124,0.7658
Enrolled,1.356,1.964,-0.554,0.14072,0,1,3.663,-0.1982,-0.126,-0.036,-0.213,6.210,5.581,0.3744,1,0,1,0,1,0,0,1,1,0,1,0,0.888,1,0,2.241,1.907,2.800,1.388,0.326525,-0.199,1.281,1.261,2.011,1.514,0.262905,-0.199,-1.001,0.124,1.5456
Graduate,-0.295,-1.011,1.730,0.19258,0,1,-0.350,-0.1223,-0.126,1.182,0.895,-0.074,-0.080,-0.2057,0,1,1,0,1,0,0,1,1,0,0,1,-0.694,1,0,-0.301,-0.109,-0.311,0.418,0.142989,-0.199,-0.282,-0.106,0.237,0.519,0.115759,-0.199,-0.813,-1.467,-1.3755
Enrolled,1.356,1.163,-0.554,0.54977,1,0,-0.350,2.2285,-0.126,1.118,0.960,-0.074,-0.199,0.3468,1,0,1,0,0,1,0,1,0,1,1,0,0.229,1,0,-0.301,-0.512,-0.072,-0.228,0.0741627,-0.199,-0.282,-0.561,-0.269,-0.145,0.339678,-0.199,-1.489,0.992,0.1401
Graduate,4.658,1.392,-0.554,0.54977,1,0,-0.350,0.5602,-0.126,1.118,0.960,-0.226,-0.239,1.5761,1,0,1,0,1,0,0,1,0,1,1,0,1.679,1,0,-0.301,-0.512,-0.790,0.095,0.652303,-0.199,-0.282,-0.561,-0.523,0.187,0.685152,-0.199,0.426,1.788,-0.7499
Dropout,-0.295,-0.667,-0.554,0.33895,0,1,3.761,2.0768,-0.126,1.182,-0.213,-0.074,-0.080,2.2805,1,0,1,0,1,0,0,1,0,1,1,0,1.679,1,0,-0.301,0.294,1.843,-1.198,0.280641,-0.199,-0.282,0.350,1.251,-1.472,-1.96349,1.127,-0.175,-0.454,0.8891
